Unique,Text,Average Score,Type,source_id
15299$AAPL,"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",0.461,stocktwits,9408369
15316$AAPL,Tried to play $AAPL when it blew through 700 and got faked out so exited and minimized losses. Probably won't play $AAPL till Fri.,-0.39,stocktwits,9574324
15324$AAPL,$AAPL volume on the close today. Could be the start of buying on the open tomorrow http://stks.co/mB9A,0.271,stocktwits,9663370
15328$AAPL,"""@JackHoya: $AAPL who the hell would touch this right now?"" <the same who bought when Steve Jobs passed away or when Antennagate happened...",-0.433,stocktwits,11041345
15332$AAPL,$AAPL has gained an average of 0.9% a week for the last nine years. $$,0.279,stocktwits,6532308
15340$AAPL,RT @ACInvestorBlog $AAPL still on track for $500,0.166,stocktwits,6763560
15367$AAPL,$AAPL wants lower. up waves getting smaller on the 2 min,-0.37,stocktwits,7606330
15392$AAPL,$AAPL 620 resistance area,-0.025,stocktwits,8927240
15410$AAPL,I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,0.579,stocktwits,6751172
15414$AAPL,"$AAPL bounce right now has no vol, more vol when it slid",0.19,stocktwits,8018247
15420$AAPL,RT @emrul $AAPL @ gud re short point.. if it doesn't move upward w/ conviction. // But it's approaching rumor hour! > what rumor. Myth hr.,-0.164,stocktwits,8896901
15429$AAPL,$AAPL long 630.91,0.512,stocktwits,7542835
15437$AAPL,"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",-0.445,stocktwits,7817758
15479$AAPL,"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",-0.325,stocktwits,10413981
15480$AAPL,$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,0.553,stocktwits,9155448
15499$AAPL,"$aapl 14 days without even a one dollar pull back...i see a big down day in the near future, just dont know when",-0.424,stocktwits,9099325
15505$AAPL,$AAPL nibbling on a small long via 525.. buying off 13min charts..,0.509,stocktwits,10586814
15508$AAPL,Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,0.47,stocktwits,7764961
15527$AAPL,Adding to the Puts in $AMZN mentioned earlier easier to play right now than $AAPL short term.,-0.215,stocktwits,10932475
15554$AAPL,$aapl.  Test the high today and probably go beyond after hours...,0.505,stocktwits,7039596
15561$AAPL,@RJR $AAPL I went long and short in the same acct! Good one lol,0,stocktwits,8108130
15585$AAPL,$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,0.346,stocktwits,7043078
15589$AAPL,@CancunParadise @traderflorida It was only up $2.82 and a laggard. Nothing to get excited about IMO. $AAPL is underperforming the market.,-0.38,stocktwits,8351517
15603$AAPL,RT @Eden13 @twelve30 anyone who stayed long $AAPL  made plenty $ but  needs major medical treatment for ulcers. / Major Medical BOYEEEEEEEE!,0.111,stocktwits,9739175
15614$AAPL,$AAPL broke descending channel....will it hold?,-0.07,stocktwits,8123917
15619$AAPL,RT @japanesegunto $AAPL lauching 4S in alien space..lol...in Jan 2200 (analysts have the martian orders way too high theyll never hit it!),-0.322,stocktwits,6267912
15649$AAPL,$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,-0.36,stocktwits,8301393
15677$AAPL,$AAPL 8/17 gap filled,0.226,stocktwits,9878433
15684$AAPL,@Catwoman2011 Not to worry. Just buy it back at $270. lol $AAPL,0.204,stocktwits,6596129
15729$AAPL,$AAPL I am big OUT from this. seems its falling towards 530.. :(,-0.639,stocktwits,18270001
15738$AAPL,Active puts @ CBOE; $AAPL 9/27/13 480 $LAMR Oct 43 & Jan 37 $MGM Jan15 10,-0.49,stocktwits,16084152
15742$AAPL,"$AAPL and it will continue , using this profits that no one in the industry can get to innovate and develop so do not be afraid",0.413,stocktwits,11574226
15751$AAPL,$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,-0.223,stocktwits,11635675
15779$AAPL,"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",0.128,stocktwits,12732850
15786$AAPL,$AAPL 7. Fundamentally nothing has changed and this company will make more profit than others whether the stock price is 200 or 800,0.326,stocktwits,14004893
15819$AAPL,$AAPL Like the idea that people think it's safe from the market drops......NOT!!!...proven a few minutes ago....,-0.399,stocktwits,13673151
15840$AAPL,@PaulCloutier @SmithMatt5 $AAPL doesn't know its got new products in Sept. Thats why next Q will be a good short bulls expect a new release,-0.441,stocktwits,14927930
15848$AAPL,@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,0.295,stocktwits,14756968
15874$AAPL,"$AAPL double bottom could be in, keep in mind",0.271,stocktwits,12289874
15879$AAPL,@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,-0.363,stocktwits,11629738
15884$AAPL,$AAPL next resistance should be around 420 http://stks.co/iSQ8 I think,0.218,stocktwits,13152807
15916$AAPL,$AAPL Any suggestion what puts to buy as I see this going to 420,-0.487,stocktwits,15804408
15942$AAPL,$AAPL china was always AAPL ace up the sleave now seems like its helping the downtrend,-0.181,stocktwits,12793642
15943$AAPL,"Why ""innovator's dilemma"" guru Clayton Christensen has been wrong in his persistent bearishness on $AAPL http://stks.co/gn3Z",0.302,stocktwits,16138569
15980$AAPL,$AAPL Good time to buy. Will the run come before earnings or after?,0.533,stocktwits,11296514
16028$AAPL,"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",-0.66,stocktwits,13078905
16057$AAPL,"$aapl interesting that all these positive stories are coming out the past few days, max pain for monthly OPEX is 500",0.231,stocktwits,11983857
16082$AAPL,"$AAPL Won't matter if they beat ER - this is all about looking ahead and investors are nervous about outlook, as they should be.",-0.357,stocktwits,11372664
16119$AAPL,My guess is that $AAPL buys back after 3:30pm on Fridays to catch the pinners off guard. Huge volume.,0.387,stocktwits,15256814
16124$AAPL,$AAPL  If this hits 360 and bounces off of it. Its time to buy.,0.506,stocktwits,13134473
16129$AAPL,$AAPL Same sellers we saw yesterday (More action now that 6am cst pre-market is now open),-0.45,stocktwits,16868491
16132$AAPL,$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,0.123,stocktwits,13654154
16146$AAPL,"Sorry, to specify, I bought $AAPL calls for a ""quickie"" not the actual stock. Sorry for the confusion. I'm currently flat.",0.08,stocktwits,11999782
16204$AAPL,$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,0.124,stocktwits,25969840
16212$AAPL,$AAPL me gusta,0.324,stocktwits,25032300
16271$AAPL,$AAPL Nice RSI 33 bounce at 9:58,0.291,stocktwits,23653235
16283$AAPL,$AAPL Apple (AAPL) Price Target Raised to $112 at BTIG,0.269,stocktwits,24290516
16302$AAPL,"$AAPL come on, go UP! tired of seeing this go down",-0.085,stocktwits,21860464
16370$AAPL,@PeteO Of course.. You don't think they are going to let it stay below $100 do you? They plan to steal those $100 covered call shares $aapl,0.235,stocktwits,27350274
16398$AAPL,$AAPL  downgrade is bias. This stock is a buy.,0.498,stocktwits,19193470
16516$AAPL,$AAPL sold my 81 calls for 3.10 from .53 cents averaged ...aapl is a saver for my $bac last week losses,0.013,stocktwits,22410478
16524$AAPL,$AAPL Buy any dips.,0.451,stocktwits,26298026
16587$AAPL,"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",0.591,stocktwits,25816362
16667$AAPL,"$AAPL Futures down fraction of percent on ebola doc, that's nothing. He ll b cured by Sunday. Nikkei actually up 1% in spite. #Nonissue",-0.213,stocktwits,28378992
16678$AAPL,$AAPL run run $AMZN up 4.4% now,0.327,stocktwits,35618881
16729$AAPL,"$AAPL when down in PM, everyone claims volume/PM activity means nothing.  But when up, people get excited.  Probably will turn red near open",-0.406,stocktwits,34821277
16745$AAPL,"$AAPL saying this is a peak = fear mongering. Competition's dying, smartphone usage increasing. Watch coming.",0.462,stocktwits,31858971
16794$AAPL,@sp0908 $aapl who said not possible?  Everyone is buying calls EOD Friday ;) only question is what it does rest of monthly opex. I will cash,0.487,stocktwits,32728385
16799$AAPL,$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,0.089,stocktwits,31099441
16802$AAPL,"Elon Musk’s Comparision Of $TSLA With $AAPL Doesn’t Go Well
http://stks.co/c1gze",0.127,stocktwits,32648097
16807$AAPL,$AAPL watch is showing serious demand. It's gonna blow our minds. Better be prepared,0.491,stocktwits,33354699
16816$AAPL,"$AAPL Come on and run with the bulls today, guys and gals!",0.484,stocktwits,36590341
16844$AAPL,"""@cyice: $AAPL no drop on monday for $aapl. Will be up over 1%  then see a fade around 1 pm. Overall market up 1/2%""--wow yur good..savant",0.265,stocktwits,38920011
16870$AAPL,$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,-0.238,stocktwits,36262041
16885$AAPL,$AAPL $131 rally mode,0.5,stocktwits,33296832
16912$AAPL,$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,-0.569,stocktwits,37388803
17020$AAPL,$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,-0.304,stocktwits,31803848
17101$AAPL,$AAPL Tomorrow morning will likely open north of 136,0.482,stocktwits,35980487
17124$AAPL,Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,0.071,stocktwits,33087415
15081$AAPL,$AAPL http://stks.co/WoJ Strictly day trading this one long and short off 5 minute - hit 50 day and bounced off today,0.035,stocktwits,5351257
15338$AAPL,$AAPL price momentum weakening going into the close.,-0.22,stocktwits,7274726
15358$AAPL,$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),-0.175,stocktwits,8213941
15492$AAPL,$AAPL So many people I have met in person or on FB have mentioned that they are waiting for iPhone5 to upgrade their phone. Going to be EPIC,0.367,stocktwits,7795026
15791$AAPL,$AAPL Component supplier $CRUS falls for no sale.,-0.159,stocktwits,13084809
15919$AAPL,$AAPL Great news from today! The board needs to fire TC immediately then stock travels to 600!,0.222,stocktwits,15713113
15927$AAPL,$AAPL And Boom Goes the Dynamite,-0.224,stocktwits,12506867
16088$AAPL,"$AAPL The gist of downgrades was apple failed to make a phone that will help supercharge growth in China, what if they were 100% right? umm",-0.312,stocktwits,15960926
16156$AAPL,"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",-0.303,stocktwits,11708632
16849$AAPL,"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",-0.2,stocktwits,35559365
16945$AAPL,"$AAPL conspired to fix e-book prices: U.S. appeals court 
http://stks.co/s2PCY
$AMZN",-0.3,stocktwits,39047893
16977$AAPL,$AAPL Dips being bought up real quick. Higher lows fo sho,0.249,stocktwits,36961143
16243$AA,Downbeaten stocks may be ripe for buys:  $SAN $VALE $AA $KMP $WPRT $CREE,0.316,stocktwits,21382309
16357$AA,@stuarthatlen make sure you wait for 17. don't settle for 16.95. that would be throwing money away. it can't go down. $aa,0.308,stocktwits,24886266
15158$AAPL,Ã¯Â£Â¿ $AAPL Ã¯Â£Â¿ will be shorting here :(,-0.664,stocktwits,5542296
17811$ZYNE,2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ,-0.438,twitter,709834259687710720
19088$ZTS,"@DynAXJobs Bullish Analysts
Stock Tickr- Michael James Enterprises, Inc
Monday sold $WBA $ACET $ZTS",-0.4,twitter,719473167945732096
17590$ZNGA,Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,0.248,twitter,719585607215808512
17157$YHOO,$YHOO About to break out on the 5-min...,0.313,twitter,719600100201226240
17250$YHOO,"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",-0.043,twitter,719535209423593472
17266$YHOO,There's another buyer in the queue for @Yahoo... https://t.co/PPMYwh6qf3 (note: you can lose money) $YHOO https://t.co/M3Jrazoe6S,0.356,twitter,719551827537195008
17277$YHOO,Jeff Smith should fire Marissa Mayer back in to 2012 $YHOO,-0.327,twitter,708385672998989824
17289$YHOO,"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",0.234,twitter,719587542337720320
17304$YHOO,Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,0.228,twitter,719518460284432384
17358$YHOO,"Upon the news that Yahoo is up for sale it's up, so far $YHOO is +1.11% = $36.49",0.283,twitter,719552749491236864
17398$YHOO,Discovered $YHOO #StockSwipe Will YHOO be acquired? $36.00 resistance breached last week. https://t.co/wqfl1ndObm https://t.co/Zx36jcGTX3,0.112,twitter,719494840711569408
17408$YHOO,$YHOO - U.K.'s Daily Mail Explores Bid for Yahoo Backed by Private Equity -- 2nd Update https://t.co/1QNDikznIX,0.296,twitter,719456973662593024
17416$YHOO,@hutsell215 There was news this morning that offers will take place until next week..so if people want to buy $YHOO they should do it now,0.409,twitter,719572301356916736
17428$YHOO,"Yahoo's getting lots of attention, but Verizon is still the bidder to beat. $YHOO $VZ https://t.co/JoGuozcZZ3 https://t.co/DgIDwPZbuu",0.2,twitter,719571725420269568
17434$YHOO,$YHOO peaks above HOD...what will the buy out look like????,0.318,twitter,719574376832741376
17590$YHOO,Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,0.248,twitter,719585607215808512
17822$YHOO,4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,0.129,twitter,710475186353475585
17835$YHOO,@manny80770525  and blah blah blah. $yhoo just weak. New substance now,-0.436,twitter,719564095234686976
17846$YHOO,"For Sale: #Yahoo! bidders line up. #MarissaMayer is going to take a lot of heat, but she's still a rock star. $YHOO https://t.co/IfMgcd9tAs",0.252,twitter,719861728897474560
18003$YHOO,Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,0.408,twitter,719909604654624768
18045$YHOO,"#Yahoo finally takes our ""Harvest Strategy"" advice: $YHOO shares climb. https://t.co/6Suhmp6nR9
https://t.co/4dU0kUyhYH via @moneymorning",0.445,twitter,719620962094870528
18195$YHOO,Shall we dance? $YHOO sure has lots of attractive suitors: https://t.co/Qag342Opvm by @ranimolla for @Bfly,0.325,twitter,719923908166709248
18323$YHOO,Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia,0.413,twitter,719487110235963392
18421$YHOO,$YHOO making new HOD,0.442,twitter,719524069729656832
18424$YHOO,"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",0.288,twitter,719579663258021888
18518$YHOO,Daily Mail Considering Bid for $YHOO Assets https://t.co/V31adoGpDO,0.21,twitter,719520013573623808
18795$YHOO,Pivotal sees 27% upside for Alphabet https://t.co/bM7QAdwsrp $GOOGL $ABX $YHOO,0.372,twitter,719520383699824640
18814$YHOO,anyone co looking to buyout $YHOO should run for the hills - if this new finance stays their ad revenue goes in toilet,-0.387,twitter,719533191372021760
19031$YHOO,Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,0.391,twitter,719614762112266240
17280$YHOO,"UK-owned Daily Mail in discussions over bid 4 ailing $YHOO https://t.co/43nUTp9HZ1 #breaking #business #market #news
https://t.co/RBgJ3aleWn",0.166,twitter,719543255067545600
17629$YHOO,"@jay_21_ maybe $YHOO or $BABA. Bad governance, not confident in core biz",-0.331,twitter,719619301754273792
17626$YGE,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,0.481,twitter,719614954500857856
18138$XOM,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
18602$XLP,"Unusual call buying: $RHT 14x average volume, $WY 13x, $MAR 9x, $UCO 9x, $WYN 9x, $DVN 6x, $HOT 6x, $XLP 6x",0.336,twitter,711907079296933888
17422$XLI,Unusual Call Activity https://t.co/WXu7JvqwBj $XLI $NXPI $WY $AMD $RF $MJN $WSM $AKS $GWPH $DG $MGM $SWKS $AAPL $ASHR $HTZ $ORCL $DDD $LVS,0.421,twitter,7.09778E+17
18502$XEC,Worst #sentiment for #SP1500 #stocks at market close: $RAI $EBS $ISRG $BIG $XEC (2016/03/16) #stocktrading #predictiveanalytics #bigdata,-0.479,twitter,710193993833975809
19163$X,"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",0.513,twitter,719544293606735872
18349$WYN,Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,0.284,twitter,719559500852662272
18602$WYN,"Unusual call buying: $RHT 14x average volume, $WY 13x, $MAR 9x, $UCO 9x, $WYN 9x, $DVN 6x, $HOT 6x, $XLP 6x",0.336,twitter,711907079296933888
17422$WY,Unusual Call Activity https://t.co/WXu7JvqwBj $XLI $NXPI $WY $AMD $RF $MJN $WSM $AKS $GWPH $DG $MGM $SWKS $AAPL $ASHR $HTZ $ORCL $DDD $LVS,0.421,twitter,7.09778E+17
18602$WY,"Unusual call buying: $RHT 14x average volume, $WY 13x, $MAR 9x, $UCO 9x, $WYN 9x, $DVN 6x, $HOT 6x, $XLP 6x",0.336,twitter,711907079296933888
17422$WSM,Unusual Call Activity https://t.co/WXu7JvqwBj $XLI $NXPI $WY $AMD $RF $MJN $WSM $AKS $GWPH $DG $MGM $SWKS $AAPL $ASHR $HTZ $ORCL $DDD $LVS,0.421,twitter,7.09778E+17
17709$WMT,U.S. consumers keep cautious stance https://t.co/A92GDndgX8 #premarket $TGT $WMT $COST $HD,-0.258,twitter,709723193125175296
18138$WMT,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
17819$WMC,downgrades $SON $ARI $GG $FLTX $WMC $MFA $IVR $CMI $PCAR $QLIK $AFOP $UNFI #stocks #investing #tradeideas,-0.463,twitter,719520125582503936
18034$WMB,"Biggest gainers today large caps:
$BAP 10.17%
$VALE 8.93%
$MT 7.71%
$ABX 7.44%
$NEM 6.91%
$STX 5.27%
$BBD 5.17%
$WMB 5.05%
$FCX 4.61%",0.412,twitter,719720776027353088
18260$WM,Rally Friday! #new52weekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31%. Have a fine weekend!,0.66,twitter,708399906990329856
17662$WFM,$WFM Can make HOD. LONGS @ 33.10 for 33.58.,0.49,twitter,711981662150770689
17701$WFM,$WFM dropping below $30 again. Opening of 365 store in May obviously not enthusing Investors.,-0.499,twitter,719544764723499008
17967$WFM,$WFM is looking a little healthier compared to the last 2 years. Analysis by @mnkahn #stocks https://t.co/xPkmc6Aw0Z https://t.co/UQxRo3XdTw,0.376,twitter,710467862209695745
18440$WFM,@cek_cpa @ryanwallace198 @financialbuzz Guys - get into $WFM and $MJN.,0.415,twitter,710459573761662976
18696$WFM,"Wondering if $WFM and $SFM will catch a bid today on $TFM news. Sector has been taking a beating recently, could be positive here",0.361,twitter,709330857732018176
18044$WFC,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.314,twitter,719599977480253440
18475$WFC,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.243,twitter,719599977480253440
17150$WDC,$WDC looking tasty...  and #Twerky,0.31,twitter,7.19584E+17
18250$WDC,"$STX move off the bottom but still in bear market
#datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN",-0.421,twitter,719606796642594816
18965$WDC,"Nice names on watch for tomorrow $TUES long $8+, $CVEO short $1.85-2.00. $GERN $TNET $WDC potential r/g and $GOGO short under $11. #stocks",0,twitter,711745824884187136
19163$WDC,"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",0.513,twitter,719544293606735872
17811$WBAI,2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ,-0.438,twitter,709834259687710720
18044$WB,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.314,twitter,719599977480253440
18475$WB,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.243,twitter,719599977480253440
18932$W,@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,-0.528,twitter,719556016749330432
17428$VZ,"Yahoo's getting lots of attention, but Verizon is still the bidder to beat. $YHOO $VZ https://t.co/JoGuozcZZ3 https://t.co/DgIDwPZbuu",0.404,twitter,719571725420269568
18003$VZ,Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,0.408,twitter,719909604654624768
18994$VZ,"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",-0.296,twitter,709741154393133056
17440$VRX,MarketWatch: RT wmwitkowski: Guess who sold off about $800 million in $MDLZ after losing about $1 billion on $VRX?… https://t.co/SHiJutyenv,-0.643,twitter,710236272896430080
17811$VRX,2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ,-0.438,twitter,709834259687710720
18709$VRX,"addding tsla ss , added small vrx long $TSLA $VRX",0.443,twitter,710857137585528836
18259$VRTX,$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,0.464,twitter,711641932095627265
17626$VNQ,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,0.481,twitter,719614954500857856
19103$VNET,"Breaking 52 week highs timing looks great now
$AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU",0.419,twitter,719939196627116032
18041$VIAB,$VIAB cheapest #stock by PE in Television Services industry; PE 8.18 vs.avg. 26.864779 https://t.co/0MDVxY5dwp,0.252,twitter,719656300863299584
17590$VALE,Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,0.248,twitter,719585607215808512
18034$VALE,"Biggest gainers today large caps:
$BAP 10.17%
$VALE 8.93%
$MT 7.71%
$ABX 7.44%
$NEM 6.91%
$STX 5.27%
$BBD 5.17%
$WMB 5.05%
$FCX 4.61%",0.515,twitter,719720776027353088
19150$VALE,"$TSLA borrow still -7.5% which means very tight on the avail stock for shorting....  $VALE meanwhile easing up to ""only -8%",-0.406,twitter,719693052797980672
18319$V,$PYPL w/ a solid start in #ecommerce checkout. $V has some momentum. $AAPL tbd at WWDC. #fintech #digitalwallets https://t.co/jhQrjz6hc5,0.388,twitter,719612962013634560
18138$UTX,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
18934$USO,$FB and $IBB still weak with $USO and $SPY gaining,0.408,twitter,719524511708770304
18555$UNT,$ENDP back at highs. $SU energy play. $UNT trying to break out of 5 day range. $SDRL 3.69 long #stocks #investing #tradeideas,0.244,twitter,710115038011465728
18853$UNP,I've been picking up railroad stocks for the retirement acct. $UNP $CSX $NSC down 20-30% in last 12 months.,0.441,twitter,719947639408603136
17819$UNFI,downgrades $SON $ARI $GG $FLTX $WMC $MFA $IVR $CMI $PCAR $QLIK $AFOP $UNFI #stocks #investing #tradeideas,-0.463,twitter,719520125582503936
18260$ULTK,Rally Friday! #new52weekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31%. Have a fine weekend!,0.66,twitter,708399906990329856
18133$ULTA,"Our updated #core4 portfolio: $TSLA, $ULTA, $FB, & $NFLX",0.452,twitter,719532032305573888
18512$ULTA,Thanks for the short on $ULTA LMAO. Great buy got lucky,-0.398,twitter,719600292204048384
18789$ULTA,"LVMH affordable #luxe doing just fine helped by duty-free & confident mainstream shoppers. Booze strong, beauty flying at +9%. $EL $ULTA",0.45,twitter,719577031227404288
19103$ULTA,"Breaking 52 week highs timing looks great now
$AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU",0.419,twitter,719939196627116032
19137$ULTA,only 4% of the float for $ULTA was sold short... this is all new buying.,0.409,twitter,708376771780059137
18602$UCO,"Unusual call buying: $RHT 14x average volume, $WY 13x, $MAR 9x, $UCO 9x, $WYN 9x, $DVN 6x, $HOT 6x, $XLP 6x",0.336,twitter,711907079296933888
19139$UAL,$GEVO PASSED! Gevo’s Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight https://t.co/5kPmFgdw1N $SPY $QQQ $ALK $AAL $DAL $UAL,0.026,twitter,719864087132442624
18044$UA,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.314,twitter,719599977480253440
18441$UA,Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,-0.317,twitter,719652260322476032
18475$UA,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.243,twitter,719599977480253440
17295$TWTR,"$FB is taking the shine off $AAPL and $GOOG. As for $TWTR, no words.",-0.352,twitter,719945914270556160
17488$TWTR,"Covered Call Alerts for $TSLA, $SCTY, $BABA, $MU & $TWTR from InvestorsObserver today: https://t.co/XMw7rkUvCm #OptionsTrading #CoveredCalls",0.329,twitter,710127113127530496
17590$TWTR,Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,0.248,twitter,719585607215808512
17822$TWTR,4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,0.129,twitter,710475186353475585
