id,Company Name (Original),Company Name (Fixed),Text,sentiment score,# Scores
1629_Aspen,Aspen,Aspen,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,0.388,3
1629_AstraZeneca,AstraZeneca,AstraZeneca,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,0.395,3
1632_Sainsbury,Sainsbury,Sainsbury's,Fewer multi-buys hurt Sainsbury's market share,-0.351,3
1634_Deutsche Boerse,Deutsche Boerse,Deutsche Boerse,London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,-0.443,3
1634_London Stock Exchange,London Stock Exchange,London Stock Exchange Group,London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,-0.421,3
1636_BP,BP,BP,BP joins forces with Det Norske in Norway,0.24,3
1636_Det Norske,Det Norske,Det Norske,BP joins forces with Det Norske in Norway,0.248,3
1637_BP,BP,BP,BP to pay investors $175m over Gulf spill claims,-0.637,3
1638_Intertain,Intertain,Intertain,Intertain considers London listing,0.169,3
1639_Legal & General,Legal & General,Legal & General Group Plc,BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,0.252,3
164_Antofagasta,Antofagasta,Antofagasta,Antofagasta Sees Lower Cash Costs In 2015 - Quick Facts,0.291,3
1640_Johnson Matthey,Johnson Matthey,Johnson Matthey,Johnson Matthey revs up on clean air drive,0.224,3
1641_Weir Group,Weir Group,Weir Group,Weir Group offloads two renewables units,0.09,3
1642_Tesco,Tesco,Tesco PLC,"FTSE hits three-week low as financials, Tesco fall",-0.612,3
1643_Tesco,Tesco,Tesco PLC,Shell to build large-scale chemical plant in the US,0.304,3
1644_Lloyds,Lloyds,Lloyds Banking Group PLC,Lloyds planning to cut 640 jobs to cut costs - sources,-0.567,2
1648_Tullow Oil,Tullow Oil,Tullow Oil,Tullow Oil eyes lower earnings as output falls,-0.48,3
165_RBS,RBS,Royal Bank of Scotland Group plc,RBS will reportedly appoint Howard Davies as its next chairman,0.089,3
1650_Barclays,Barclays,Barclays,Jim Armitage: Barclays boss Jes Staley steps up to the plate with post-Leave positivity,0.183,3
1652_Barclays,Barclays,Barclays,RBS and Barclays shares temporarily suspended amid heavily losses,-0.971,3
1652_RBS,RBS,Royal Bank of Scotland Group plc,RBS and Barclays shares temporarily suspended amid heavily losses,-0.941,3
1653_Berkshire,Berkshire,Berkshire Hathaway Inc.,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",0.057,2
1656_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca does US$770mln anaesthetic deal,0.365,3
166_ARM,ARM,ARM Holdings plc,ARM swings to profit in fourth quarter,0.549,3
1660_London Stock Exchange,London Stock Exchange,London Stock Exchange Group,Shareholder advisory groups back London Stock Exchange merger,0.416,3
1662_EasyJet,EasyJet,EasyJet,Shares in easyJet fall to three-year low after Brexit profit warning,-0.804,3
1663_Barclays,Barclays,Barclays,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",0,2
1663_Goldman Sachs,Goldman Sachs,Goldman Sachs,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",-0.147,3
1663_HSBC,HSBC,HSBC,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",-0.14,3
1665_Tesco,Tesco,Tesco PLC,"Britain's FTSE hits three-week low as financials, Tesco fall",-0.691,3
1669_AB InBev,AB InBev,AB InBev,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,0.103,3
1669_Asahi,Asahi,Asahi,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,0.207,3
1669_SABMiller,SABMiller,SABMiller,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,0.329,3
167_BP,BP,BP,BP boosts FTSE towards four and a half month high,0.671,3
1670_Deutsche BÃ¶rse,Deutsche BÃ¶rse,Deutsche Boerse,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,-0.473,3
1670_LSE,LSE,London Stock Exchange Group,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,-0.415,3
1671_Petrofac,Petrofac,Petrofac,Oilfield services firm Petrofac's debt shoots up 50 per cent,-0.72,3
1672_Royal Mail,Royal Mail,Royal Mail,Royal Mail and workers' union agree pay deal,0.208,3
1677_WPP,WPP,WPP,WPP shareholders should oppose company on pay at AGM - PIRC,-0.243,3
1678_Google,Google,Google,Google Fiber to buy Webpass for big city Internet service,0.329,3
1679_Amazon,Amazon,Amazon,Jim Armitage: Amazon is Primed to deliver pain to grocery's old guard,0.188,2
168_HSBC,HSBC,HSBC,HSBC Hit by Fresh Details of Tax Evasion Claims,-0.594,3
1680_Old Mutual,Old Mutual,Old Mutual,Standard Life and Old Mutual join CII push to professionalism,0.345,2
1682_Tesco,Tesco,Tesco PLC,Tesco sales recover as focus returns to core business,0.35,3
1683_Old Mutual,Old Mutual,Old Mutual,Old Mutual faces backlash over Â£9m chief exec payout plan,-0.379,3
1684_Ashtead,Ashtead,Ashtead,"Ashtead to buy back shares, full-year profit beats estimates",0.588,3
1685_Shell,Shell,Shell,Shell to Go Ahead With Petrochemical Plant in Pennsylvania,0.335,3
1688_Dixons Carphone,Dixons Carphone,Dixons Carphone,Profits leap at Dixons Carphone - and it isn't worried about Brexit,0.385,3
1689_Tesco,Tesco,Tesco PLC,Tesco Mobile Partners with Unlockd to Change the Way Consumers Use and Pay for Their Mobile Phones,0.439,2
1692_Johnson Matthey,Johnson Matthey,Johnson Matthey,Johnson Matthey profit falls but dividend rises,0,3
1694_Tesco,Tesco,Tesco PLC,"Tesco says recovery on track, asks investors to be patient",0.19,3
1697_Barclays,Barclays,Barclays,Barclays CEO Staley Says Brexit Slump Caused by Profit Fears,-0.253,3
1699_ARM Holdings plc,ARM Holdings plc,ARM Holdings plc,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",0.041,2
1699_ASOS plc,ASOS plc,ASOS plc,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",0,2
1699_Domino's Pizza Group plc,Domino's Pizza Group plc,Domino's Pizza Group plc,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",0.063,2
17_SSE,SSE,SSE,SSE cuts gas prices by 4.1% to become fifth of 'Big Six' providers to slash energy ...,-0.173,3
170_Rio Tinto,Rio Tinto,Rio Tinto,"Miners help FTSE recover, Rio Tinto leads higher",0.383,3
1700_Priceline,Priceline,Priceline,Priceline's stock jumps to new high for the year after Barclays upgrade,0.847,3
1701_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca sells rights to anaesthetics to South Africa's Aspen,0.325,3
1708_Giraffe,Giraffe,Giraffe,"Tesco set to sell Kipa, Giraffe businesses - Sky News",-0.221,2
1708_Kipa,Kipa,Kipa,"Tesco set to sell Kipa, Giraffe businesses - Sky News",-0.192,3
1708_Tesco,Tesco,Tesco PLC,"Tesco set to sell Kipa, Giraffe businesses - Sky News",0.23,3
171_Tesco,Tesco,Tesco PLC,Relief for Lewis as Tesco sees sales grow for first time in a year,0.42,3
1711_Schroders,Schroders,Schroders,Former Schroders trader sentenced to 2 years in prison,-0.555,2
1712_AdeS,AdeS,AdeS,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,0.277,3
1712_Coca-Cola Companp,Coca-Cola Companp,The Coca-Cola Company,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,0.259,3
1712_Coca-Cola FEMSA,Coca-Cola FEMSA,Coca-Cola FEMSA,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,0.293,3
1717_HSBC,HSBC,HSBC,HSBC Says Unit to Book $585 Million Charge on Settlement,-0.434,2
1718_Hammerson,Hammerson,Hammerson,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",0.381,3
1718_JV Partner,JV Partner,JV Partner,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",0.427,3
1719_Barclays,Barclays,Barclays,Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal,-0.539,3
172_HSBC,HSBC,HSBC,HSBC chief hit with tax-avoidance scandal,-0.528,3
1720_AB,AB,AB InBev,"CompaniesPound to boost ABF for now, but mixed impact ahead",0.364,3
1721_National Grid,National Grid,National Grid,Britain's power supplies enough to meet winter demand - National Grid,0.279,3
1725_Royal Bank of Scotland,Royal Bank of Scotland,Royal Bank of Scotland Group plc,Royal Bank of Scotland chair hints Brexit turmoil will delay government sale,-0.358,3
1727_Barclays,Barclays,Barclays,Three former Barclays traders found guilty in Libor rigging trial,-0.609,3
1728_Aviva,Aviva,Aviva plc,Aviva promises higher dividends to boost flagging share price,0.281,3
1729_London stock exchange,London stock exchange,London Stock Exchange Group,London stock exchange shareholders vote on merger deal under Brexit cloud,-0.359,2
1730_Barclays,Barclays,Barclays,3 ex-Barclays traders convicted over Libor rigging,-0.611,3
1733_Barclays,Barclays,Barclays,UK Serious Fraud Office Seeks Retrial of Two Former Barclays Libor Traders,-0.604,3
1734_Fresnillo,Fresnillo,Fresnillo,CompaniesFresnillo shares jump 8% as silver price breaks $21,0.874,3
1735_Associated British Foods,Associated British Foods,Associated British Foods,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",0.119,3
1735_Dunelm Group plc,Dunelm Group plc,Dunelm Group plc,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",0.14,3
1735_Great Portland Estates plc,Great Portland Estates plc,Great Portland Estates plc,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",0.165,3
1737_Berkshire,Berkshire,Berkshire Hathaway Inc.,Berkshire seeks to boost its Wells Fargo stake above 10 percent,0.314,3
1737_Wells Fargo,Wells Fargo,Wells Fargo,Berkshire seeks to boost its Wells Fargo stake above 10 percent,0.429,3
1738_Barclays,Barclays,Barclays,CFTC fines Barclays $560000 for inaccurate swaps position reports,-0.732,3
174_British American Tobacco,British American Tobacco,British American Tobacco plc,"UPDATE: British American Tobacco 2014 Profit Drops, Difficult 2015 Ahead",-0.598,3
1740_Persimmon,Persimmon,Persimmon,BRIEF-Persimmon says too soon to judge effect of Brexit,-0.114,3
1741_Tesco,Tesco,Tesco PLC,Tesco share price tumbles after negative broker note,-0.779,3
1742_Deutsche BÃ¶rse,Deutsche BÃ¶rse,Deutsche Boerse,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,0.344,3
1742_London Stock Exchange,London Stock Exchange,London Stock Exchange Group,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,0.406,3
1743_Berkshire,Berkshire,Berkshire Hathaway Inc.,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,0.391,3
1743_Wells Fargo,Wells Fargo,Wells Fargo,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,0.432,3
1744_Barclays,Barclays,Barclays,Ex-Barclays traders sentenced to up to six years' jail in Libor case,-0.805,2
1747_Standard Life,Standard Life,Standard Life,Standard Life shuts Â£2.9bn property fund after investors rush to withdraw money post-Brexit,-0.706,3
1748_Berkshire,Berkshire,Berkshire Hathaway Inc.,Berkshire applies to boost Wells Fargo stake above 10 percent,0.225,2
1748_Wells Fargo,Wells Fargo,Wells Fargo,Berkshire applies to boost Wells Fargo stake above 10 percent,0.484,3
1750_Aviva,Aviva,Aviva plc,"Aviva, M&G suspend property funds as investors panic",-0.782,3
1750_M&G,M&G,M&G Investments,"Aviva, M&G suspend property funds as investors panic",-0.807,3
1752_Associated British Foods,Associated British Foods,Associated British Foods,Associated British Foods helps FTSE to rebound,0.366,3
1753_Barclays,Barclays,Barclays,UPDATE 2-Three former Barclays traders found guilty in Libor rigging trial,-0.743,2
1754_Perssimon,Perssimon,Persimmon,"UK housing market steadies after Brexit dip, Persimmon says",0.339,2
1755_Aviva,Aviva,Aviva plc,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,0.439,3
1759_Shell,Shell,Shell,Exclusive - Shell CEO warns Brexit could slow $30 billion asset sale plan,-0.509,3
176_Morrisons,Morrisons,Morrisons,Morrisons finance chief to fill gap as CEO leaves early,-0.114,3
1760_Barclays,Barclays,Barclays,Four former Barclays bankers jailed over Libor,-0.84,2
1761_Persimmon,Persimmon,Persimmon,Persimmon reports strong trading despite EU vote and planning delays,0.359,3
1762_Primark,Primark,Primark,Fears Primark growth is starting to falter,-0.338,3
1764_Persimmon,Persimmon,Persimmon,Builder Persimmon hails 6% rise in house sales,0.435,3
1767_Aviva,Aviva,Aviva plc,Aviva suspends trading in Â£1.8bn UK property fund,-0.78,3
1769_Barclays,Barclays,Barclays,MarketsMoneysupermarket slides 11% on Barclays Brexit warning,-0.625,2
177_BP,BP,BP,Oil giant BP reports loss of $4.4 billion in 4th quarter of 2014,-0.963,3
1770_Standard Life,Standard Life,Standard Life,Property Stocks Slump After Standard Life Freezes U.K. Fund,-0.718,3
1775_EasyJet,EasyJet,EasyJet,Easyjet in talks with EU governments about moving its headquarters out of the UK,0.173,3
1776_Barclays,Barclays,Barclays,Two former Barclays traders face retrial over Libor,-0.743,2
1777_Standard Life,Standard Life,Standard Life,MarketsProperty stocks under pressure after Standard Life fund move,-0.31,3
1779_EasyJet,EasyJet,EasyJet,EasyJet attracts more passengers in June but still lags Ryanair,0.21,3
1779_Ryanair,Ryanair,Ryanair,EasyJet attracts more passengers in June but still lags Ryanair,0.259,2
178_Persimmon,Persimmon,Persimmon,"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",0.937,3
1780_Aviva,Aviva,Aviva plc,"Aviva plans to up pay-out ratio, says too soon to judge Brexit impact",0.107,3
180_Weir,Weir,Weir Group,Weir leads FTSE lower after oil price profits warning,-0.59,3
182_CRH,CRH,CRH,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,0.333,3
182_Lafarge Holcim,Lafarge Holcim,Lafarge Holcim,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,0.365,3
183_ITV,ITV,ITV,Tesco shareholders back ITV head for chairman,0.08,3
183_Tesco,Tesco,Tesco PLC,Tesco shareholders back ITV head for chairman,0.139,3
184_Berkshire,Berkshire,Berkshire Hathaway Inc.,"Buffett's Berkshire builds Deere stake, dumps Exxon",0.031,2
184_Deere,Deere,Deere,"Buffett's Berkshire builds Deere stake, dumps Exxon",0.316,2
184_Exxon,Exxon,ExxonMobil,"Buffett's Berkshire builds Deere stake, dumps Exxon",-0.548,3
185_Aviva,Aviva,Aviva plc,Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,-0.675,3
186_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca's patent on asthma drug invalidated by US court,-0.656,3
188_Whitbread,Whitbread,Whitbread,Whitbread share price climbs on Q4 sales growth,0.513,3
189_BP,BP,BP,BP share price: Group loses bid to limit Clean Water Act fine,-0.547,2
190_Berkshire Hathaway,Berkshire Hathaway,Berkshire Hathaway Inc.,Warren Buffett defends Berkshire Hathaway's conglomerate structure,0.144,2
194_Aberdeen,Aberdeen,Aberdeen Asset Management,Aberdeen's shares slide as net outflows accelerate,-0.434,3
195_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca two-in-one drug succeeds in lung disease test,0.576,3
196_Kingfisher,Kingfisher,Kingfisher,LONDON MIDDAY BRIEFING: Kingfisher's French Expansion Hits The Rocks,-0.377,3
199_G4S,G4S,G4S,G4S sees profits rise but UK contract problems remain,0.252,3
2_Tesco,Tesco,Tesco PLC,Tesco takes fight to discounters with price cuts on brands,0.18,3
20_BP,BP,BP,BP's fine for Gulf of Mexico spill capped by ruling,0.032,2
200_Legal & General,Legal & General,Legal & General Group Plc,Legal & General eyes company deals as individual annuities wither,-0.098,3
202_RBS,RBS,Royal Bank of Scotland Group plc,RBS job cuts draw attention to number that are still there,-0.174,3
203_Wolseley,Wolseley,Wolseley,Britain's FTSE eyes 7th straight daily rise; Wolseley lags,-0.31,3
204_CRH,CRH,CRH,UK's FTSE hits new record highs as CRH climbs,0.432,3
205_Halfords,Halfords,Halfords,Halfords recruits Jill McDonald as CEO,0.081,3
206_Aviva,Aviva,Aviva plc,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,0.138,3
206_Friends Life,Friends Life,Friends Life,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,0.387,3
207_Standard Chartered,Standard Chartered,Standard Chartered PLC,Standard Chartered Shares Jump Most Since '12 After Upgrades,0.989,2
209_Standard Chartered PLC,Standard Chartered PLC,Standard Chartered PLC,Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?,-0.649,3
212_Auto Trader,Auto Trader,Auto Trader,Auto Trader share price surges as company floats on LSE,0.655,3
214_Credit Suisse,Credit Suisse,Credit Suisse,New Credit Suisse boss faces stiff challenge in Asia,-0.181,3
215_Glencore,Glencore,Glencore,Glencore slashes 2015 capex budget as annual profits slip 2%,-0.37,3
218_Aer Lingus,Aer Lingus,Aer Lingus,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",0.284,3
218_EasyJet,EasyJet,EasyJet,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",0.315,2
219_Prudential plc,Prudential plc,Prudential,Is It Worth Investing In Tesco PLC And Prudential plc Now?,0.181,2
219_Tesco PLC,Tesco PLC,Tesco PLC,Is It Worth Investing In Tesco PLC And Prudential plc Now?,0.161,2
22_Aviva,Aviva,Aviva plc,Insight hires Aviva's David Hillier for multi-asset team,0.107,2
22_Insight,Insight,Insight,Insight hires Aviva's David Hillier for multi-asset team,0.137,3
220_Royal Mail,Royal Mail,Royal Mail,UK lawmakers warn Royal Mail against further price hikes,-0.164,3
221_Schroders,Schroders,Schroders,Earnings surge as fund manager Schroders reports a record year,0.942,3
222_Glaxo,Glaxo,Glaxo,"FDA panel backs Glaxo asthma drug for adults, not adolescents",0.305,3
223_Barclays,Barclays,Barclays,MarketsUS industrials lag as Barclays dims view,-0.34,2
224_Lloyds Banking Group plc,Lloyds Banking Group plc,Lloyds Banking Group PLC,3 Reasons Why Lloyds Banking Group PLC Is Worthy Of A Place In Your ISA,0.331,3
225_Aviva,Aviva,Aviva plc,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,0.502,3
225_Friends Life,Friends Life,Friends Life,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,0.516,3
226_Direct Line,Direct Line,Direct Line Insurance Group PLC,Direct Line rings up higher profit,0.482,3
229_Berkshire Hathaway,Berkshire Hathaway,Berkshire Hathaway Inc.,"Warren Buffett's Awesome Feat at Berkshire Hathaway, Revisited",0.156,3
231_Barclays,Barclays,Barclays,Barclays drags FTSE into red as compensation mounts,-0.625,3
232_BP,BP,BP,BP signs $12 billion energy deal in Egypt,0.48,3
233_Glencore,Glencore,Glencore,"Glencore 2014 profit in line, takes $1.1 billion impairment charge on commodity ...",0,2
234_Sainsbury,Sainsbury,Sainsbury's,Sainsbury's says to outperform rivals in tough market,0.536,3
238_Glencore,Glencore,Glencore,"Glencore 2014 profit in line, takes $1.1 billion charge on commodity prices",0.124,3
239_Kingfisher,Kingfisher,Kingfisher,CompaniesKingfisher bid for Mr Bricolage runs into trouble,-0.313,3
239_Mr Bricolage,Mr Bricolage,Mr Bricolage,CompaniesKingfisher bid for Mr Bricolage runs into trouble,-0.253,3
240_Auto Trader,Auto Trader,Auto Trader,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,0.641,3
241_Ashtead,Ashtead,Ashtead,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",0.514,3
241_Barclays,Barclays,Barclays,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",-0.657,3
241_Tailor Wimpey,Tailor Wimpey,Tailor Wimpey,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",0.508,3
242_GSK,GSK,GSK,GSK and Novartis complete deals to reshape both drugmakers,0.285,3
242_Novartis,Novartis,Novartis,GSK and Novartis complete deals to reshape both drugmakers,0.264,3
243_StanChart,StanChart,Standard Chartered PLC,"StanChart capital raising would be ""major surprise"" -investor Aberdeen",0.044,2
244_Aviva,Aviva,Aviva plc,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",0.189,2
244_Friends Life,Friends Life,Friends Life,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",0.39,3
245_Tesco,Tesco,Tesco PLC,Tesco turnaround gathers pace under new CEO,0.426,3
246_Citigroup,Citigroup,Citigroup,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,0.234,3
246_OneMain,OneMain,OneMain,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,0.283,3
246_Springleaf,Springleaf,Springleaf,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,0.225,3
247_CRH,CRH,CRH,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",0.674,2
247_Tullow,Tullow,Tullow Oil,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",0.544,3
248_British American Tobacco,British American Tobacco,British American Tobacco plc,British American Tobacco drops and sues PwC over pollution scandal,-0.528,3
248_PwC,PwC,PwC,British American Tobacco drops and sues PwC over pollution scandal,-0.437,3
249_Intertek,Intertek,Intertek Group,"Intertek Hit By Pound Strength, Oil & Gas Slowdown; Still Ups Dividend",-0.391,3
250_BP,BP,BP,UPDATE 1-BP signs $12 billion energy deal in Egypt,0.466,3
251_Aggreko,Aggreko,Aggreko,Australian mining slowdown hits Aggreko,-0.439,3
252_BG,BG,BG Group,UK's FTSE has worst day so far in 2015 as BG and Prudential fall,-0.631,3
252_Prudential,Prudential,Prudential,UK's FTSE has worst day so far in 2015 as BG and Prudential fall,-0.651,3
253_Britvic,Britvic,Britvic,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",-0.13,3
253_Cadbury's,Cadbury's,Cadbury's,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",-0.158,3
253_Kraft,Kraft,Kraft Heinz,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",-0.179,3
254_BHS,BHS,BHS,Friday Papers: Sir Philip Green sells BHS for Â£1,0.157,2
255_Tesco,Tesco,Tesco PLC,RPT-UPDATE 2-Tesco turnaround gathers pace under new CEO,0.301,3
257_Heinz,Heinz,Heinz,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,0.206,3
257_Kraft,Kraft,Kraft Heinz,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,0.214,3
258_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,0.338,3
258_Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,0.364,3
258_Movantik,Movantik,Movantik,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,0.369,2
260_Barclays,Barclays,Barclays,TOP NEWS: Barclays Profit Depressed By Foreign Exchange Provisions,-0.434,3
261_Glencore,Glencore,Glencore,CompaniesGlencore's annual results beat forecasts,0.792,2
262_Sainsbury,Sainsbury,Sainsbury's,Sainsbury's share price: Supermarket pushes ahead with Netto roll-out,0.264,3
263_Sensex,Sensex,Sensex,RBI surprises Street; Sensex pares gains after hitting mount 30k,-0.216,2
264_Credit Suisse,Credit Suisse,Credit Suisse,Credit Suisse poaches Prudential's Thiam for Asian push,0.125,3
265_Lloyds,Lloyds,Lloyds Banking Group PLC,UK to raise 9 billion pounds through Lloyds share sales,0.137,3
266_Kingfisher,Kingfisher,Kingfisher,Kingfisher takeover of Mr Bricolage could hit a brick wall,-0.261,3
266_Mr Bricolage,Mr Bricolage,Mr Bricolage,Kingfisher takeover of Mr Bricolage could hit a brick wall,-0.311,3
270_Barclays,Barclays,Barclays,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",-0.431,2
270_Shell,Shell,Shell,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",-0.508,3
271_3G Capital,3G Capital,3G Capital,"3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions",0.247,3
274_Aviva,Aviva,Aviva plc,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,0.548,3
274_Friends Life,Friends Life,Friends Life,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,0.053,2
275_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,0.275,3
275_Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,0.361,3
275_MOVANTIK,MOVANTIK,MOVANTIK,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,0.454,2
276_Admiral Group,Admiral Group,Admiral Group plc,Admiral Group posts decline in 2014 earnings,-0.594,3
279_Legal & General,Legal & General,Legal & General Group Plc,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,0.315,3
279_MediaCityUK,MediaCityUK,MediaCityUK,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,0.379,3
281_Rangold,Rangold,Randgold Resources,Randgold profit hit by poor gold price but dividend still increases,-0.052,3
283_Tesco,Tesco,Tesco PLC,Britain's Tesco starts land sell-off process,-0.088,3
285_Travis Perkins,Travis Perkins,Travis Perkins,Travis Perkins to create 4000 jobs,0.53,3
287_Morrisons,Morrisons,Morrisons,David Potts: There's trouble in store for the new boss of Morrisons,-0.268,3
290_Travis Perkins,Travis Perkins,Travis Perkins,"CompaniesTravis Perkins lifts dividend, earnings rise 15%",0.494,2
293_Aviva,Aviva,Aviva plc,Market Report: Aviva tops the market as traders approve of its choice of Friends,0.601,3
293_Friends,Friends,Friends Life,Market Report: Aviva tops the market as traders approve of its choice of Friends,0.443,3
297_Standard Chartered,Standard Chartered,Standard Chartered PLC,Standard Chartered considering move from UK,0.166,3
298_ARM,ARM,ARM Holdings plc,UK chip designer ARM hits a high after iPhone 6 boost,0.601,3
299_BP,BP,BP,"Five years after BP oil spill, some Gulf oystermen are losing hope",-0.514,2
30_Primark,Primark,Primark,Primark racks up a happy Christmas after strong sales,0.704,3
300_Pearson,Pearson,Pearson,Pearson lags as UK's FTSE slips off record high,-0.372,3
302_AstraZeneca,AstraZeneca,AstraZeneca,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",0.143,2
302_Takeda,Takeda,Takeda,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",-0.198,2
303_Glaxo,Glaxo,Glaxo,Glaxo gets OK to expand marketing of inhaler drug,0.322,3
304_Diageo,Diageo,Diageo,CompaniesDiageo stays neutral on India boardroom turmoil,0,2
306_Standard Life,Standard Life,Standard Life,Standard Life stands tall amid pension reform,0.371,3
307_AstraZeneca,AstraZeneca,AstraZeneca,UPDATE 2-AstraZeneca's diabetes drug Onglyza may increase death rate -FDA,-0.613,3
308_Teva,Teva,Teva,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,0.58,3
31_Pearson,Pearson,Pearson,UPDATE 1-Pearson expects to grow this year after solid end to 2014,0.446,3
310_Schroders,Schroders,Schroders,Schroders posts profit growth,0.505,3
311_AstraZeneca,AstraZeneca,AstraZeneca,FDA: Data suggests AstraZeneca drug may increase death rate,-0.502,3
315_easyJet,easyJet,EasyJet,Germanwings disaster will not affect image of budget air travel - easyJet,0.096,3
315_Germanwings,Germanwings,Germanwings,Germanwings disaster will not affect image of budget air travel - easyJet,-0.046,2
317_Shire,Shire,Shire,"Homebuilders, Shire Gains Spur FTSE 100 to Rally Beyond Record",0.837,2
