TITLE,UsingResource,
"DigitalGlobe's Tomnod, Crowd Searching for Clues About Missing Plane",0,0
Search for the Missing Plane Goes Global,0,0
You Can Help Search for the Missing Malaysian Flight — For Free,0,0
How general public can help search for missing plane,0,0
Colorado satellite imaging firm launches online crowdsource effort to find  ...,0,0
US-based satellite imaging company crowdsources search for missing MH370  ...,0,0
Public satellites search for missing plane,0,0
DigitalGlobe launches crowdsource search for missing Malaysian plane,0,0
Satellite firm turns to crowdsourcing in search for missing Malaysia plane,0,0
Colorado satellite company seeks public's help finding missing Malaysian plane,0,0
DigitalGlobe Launches Crowdsourcing Campaign to Find Missing Malaysia  ...,0,0
Satellite company asks public to scour images and help find missing plane,0,0
Colorado company joins the search for missing plane,0,0
DigitalGlobe Crowdsourcing Tech Used in Search for Missing Malaysia Airlines  ...,0,0
DigitalGlobe aids in search for missing Malaysian jet,0,0
Missing Malaysia Airlines Flight MH370: Satellite Firm DigitalGlobe  ...,0,0
Search high-res satellite images for missing Malaysian plane,0,0
Colorado company asking for public's help finding missing Malaysian airliner,0,0
Search for Malaysia Airlines plane turns to crowdsourcing for clues,0,0
Tomnod website crashes after global search for missing plane intensifies,0,0
Longmont satellite imaging company DigitalGlobe aids in search for missing  ...,0,0
Help locate the missing Malaysia Airlines plane using the wisdom of crowds,0,0
Malaysia Airlines Flight MH370: Search for Missing Plane Turns to  ...,0,0
Malaysia Airlines: crowd source search launched,Malaysia Airlines,1
Mh370 News: Search For Malaysia Airlines Plane Going Nowhere; Can  ...,0,0
Crowd-Sourcing Campaign Launched to Find Missing Jet,0,0
Malaysia Airlines Flight 370,0,0
Chrysler Group issues two recalls of nearly 37000 vehicles in US,0,0
Toledo Jeep assembly plant hiring 1000 part-time workers,0,0
"Recalls: 2012-2013 Jeep Grand Cherokee & Dodge Durango, 2014 Fiat 500L",0,0
Ohio Jeep Plant To Hire 1000 Part-Time Workers,0,0
Ohio Jeep plant hiring part-time workers,0,0
Chrysler recalls SUVs to fix brake pedal problem,0,0
Ohio Jeep plant hiring up to 1000 part-time employees to assist busy full-time  ...,0,0
Toledo Jeep plant hiring part-time workers,0,0
"Chrysler Recalls 25250 Jeep Grand Cherokee, Dodge Durango SUVs",0,0
Jeep will hire up to 1000 for part-time work,0,0
Ohio Jeep Plant To Hire Part-Time Workers,0,0
(click the phrases to see a list),0,0
Recall roundup: Dodge Durango and Jeep Grand Cherokee,0,0
"Chrysler recalling vehicles to fix ""feel"" of the brakes",0,0
"Dodge Dart Sales Down 33 Percent this Year, Temporary Layoffs at the  ...",0,0
BRIEF: Chrysler plans to hire up to 1000 part-time employees for Toledo Jeep  ...,0,0
Chrysler Recalls More Than 25000 Jeep Grand Cherokees and Dodge Durangos,0,0
Chrysler plans to hire up to 1000 part-time employees for Toledo Jeep plant,0,0
Belvidere Chrysler Layoffs Extended,0,0
Chrysler Group Anti-Lock Brake Recall Affects 25000+ SUVs,0,0
Chrysler will recall 25000 Jeep and Dodge SUVs for brakes,0,0
"Recall: Fiat 500L, Jeep Grand Cherokee, Dodge Durango for transmission  ...",0,0
"25000 Jeep Grand Cherokee, Dodge Durango SUVs recalled over brake feel",0,0
"2012-13 Jeep Grand Cherokee and Dodge Durango, 2014 Fiat 500L All Set to  ...",0,0
"Chrysler Recalls 25000 Jeep Grand Cherokee, Dodge Durango SUVs",0,0
Libyan navy attacks ship carrying oil from rebel port; PM sacked,0,0
UPDATE 3-Libyan navy attacks ship carrying oil from rebel port; PM sacked,0,0
Libyan parliament ousts the prime minister in a vote of confidence,0,0
Libyan Prime Minister Ousted by Parliament,0,0
Libya PM ousted by parliament,0,0
Italy says no military vessel near Libyan tanker incident,Italy,1
Libyan lawmakers oust Prime Minister Ali Zeidan,0,0
Tanker carrying rebel oil escapes Libya,0,0
Libyan Navy Attacks Oil Tanker [Update],0,0
Libyan lawmakers oust prime minister in no-confidence vote,0,0
Libya ousts prime minister after ship leaves rebel-held port with illegal oil,0,0
Libya PM ousted after tanker escapes to sea with rebel oil,0,0
Libya's Prime Minister Ali Zeidan Ousted over Rebel Oil Protest Failure,0,0
"Libyan navy fired on tanker coming from rebel port, ship damaged",0,0
Libyan parliament sacks prime minister after rebels export oil,0,0
Libyan parliament dismisses PM,0,0
Libyan Parliament Ousts Prime Minister,0,0
UPDATE 2-Libyan parliament sacks prime minister after rebels export oil,0,0
Libya's Prime Minister Ali Zeidan ousted by parliament after rebel oil tanker  ...,0,0
Libyan leader ousted after tanker escapes to sea with rebel oil,0,0
Libyan parliament fires PM after rebels export oil,0,0
Rebel oil tanker eludes Tripoli escort and takes off,0,0
Oil tanker allegedly on fire in international waters,0,0
Libyan PM Zeidan has lost confidence vote in parliament: spokesman,spokesman,1
Libyan parliament ousts prime minister amid oil stand-off,0,0
Libya PM Zeidan dismissed as oil tanker 'breaks blockade',0,0
Libyan PM ousted after Korean ship escapes with crude,0,0
North Korean ship laden with stolen Libyan crude escapes,0,0
Libyan militia commander seeks US help,0,0
Libyan parliament ousts the prime minister in a vote of confidence | The Republic,0,0
URGENT - Libya PM,0,0
Tanker with Libyan 'rebel' oil heads to sea,0,0
Libya Parliament Votes Out Prime Minister,0,0
Libya MPs oust PM after rebel oil shipment,0,0
Libyan pm Zeidan has lost confidence vote,0,0
Tanker escapes to sea with cargo of Libyan rebel oil,0,0
Libya MPs oust premier after rebel oil shipment,0,0
Libya MPs oust PM after eastern Libya oil ship escapes to int'l waters,0,0
Libya parliament ousts Prime Minister Ali Zeidan: MPs,MPs,1
Libyan PM ousted by parliament,0,0
"Ship leaves Libya rebel port carrying oil, official says",official,1
Tanker carrying Libyan rebel oil escapes to sea,0,0
Libyan congress ousts Zeidan government,0,0
Libya MPs in new bid to oust PM after rebel oil shipment,0,0
North Korean ship slips away from Libyan military,0,0
Ship leaves Libya rebel port carrying oil- UPDATED,0,0
"Ship leaves Libya rebel port carrying oil, official and gunmen say",official and gunmen,1
Morning Glory pops out,0,0
Libya parliament votes to bring down Zeidan government,0,0
Tanker laden with Libyan rebel oil slips naval escort,0,0
Libya: Impounded North Korean-flagged vessel escapes,0,0
Libyan Govt Threatens to Destroy North Korean Oil Tanker in Rebel Territory,Libyan Govt,1
"Oil tanker now in international waters, says GNC member",GNC member,1
N. Korean Tanker Escapes to Sea with Cargo of Libyan Rebel Oil,0,0
Rebel group manoeuvres over Libya's oil could lead to renewed civil conflict,0,0
Libya says North Korean oil ranker Morning Glory seized,Libya,1
Libya impounds tanker registered in Sharjah,0,0
North Korean-flagged tanker escapes in new humiliation for Libya,0,0
Ship leaves Libya rebel port carrying oil- report,report,1
Libya threatens to bomb N.Korean tanker if it ships oil from rebel port,Libya,1
Brincat gives no details asLibya tanker standoff continues,Brincat,1
Tanker laden with Libyan rebel oil slips naval escort: MP,MP,1
Illegal oil tanker escapes Libyan escort,0,0
Oil tanker carrying crude from Libya's Es Sider slips escort: report,report,1
"Libya says halts tanker outside rebel port, plans military offensive",Libya,1
Libya says halts tanker outside rebel port; rebels deny it,Libya,1
Tanker laden with Libyan rebel oil slips naval escort: MPs,MPs,1
Libyan officials 'take control' of oil tanker,0,0
Tanker laden with Libyan rebel oil 'escapes naval escort',0,0
Libyan commander whose militia seized oil ports seeks US help amid standoff  ...,0,0
Rebels Fired at Libyan Naval Forces: Minister,Minister,1
A Libyan Militia Tries—and Fails—to Sell Crude Oil to North Korea,0,0
Malaysia: Stolen passport user was asylum seeker,Malaysia,1
Malaysian police: 1 passenger using stolen passport on missing jet was Iranian  ...,Malaysian police,1
Libya halts tanker outside rebel port,0,0
Libya intercepts tanker loaded with rebel oil,0,0
(click the phrases to see a list),0,0
Navy Seizes Tanker At Rebel-Held Port - Officials,0,0
Libya says will bomb North Korean ship if it exports seized oil,Libya,1
Vieira hosts inspirational book awards event,0,0
"Attorney: Joe McGinniss, author of 'Fatal Vision,' 'Selling of the President,' dies at  ...",Attorney,1
Libya says its forces seize disputed oil tanker; militia denies claim,Libya,1
Libya forces mobilize to 'liberate' rebel-held oil ports,0,0
Libya says its forces intercepted oil tanker,Libya,1
Libya orders military force to 'liberate' rebel-held ports,Libya,1
Rebels at East Libya oil ports say will fight any government attack,Rebels,1
Tanker seized at Libyan rebel port not yet in government harbor: PM,PM,1
Libya orders special force to 'liberate' rebel-held ports,Libya,1
Libya halts North Korean-flagged tanker loaded with rebel oil,0,0
Unicredit posts 14 bn euro loss for 2013,0,0
UPDATE 2-Italy's UniCredit posts record $19 bln loss after writedowns,0,0
UniCredit shocks with 14 billion euro balance sheet clean-up,0,0
Unicredit posts €14bn loss for 2013,0,0
"UniCredit in stunning $21B loss, plans turnaround",0,0
"UniCredit Posts Record Loss, Plans 8500 Job Cuts; Share Climb",0,0
UniCredit posts shock 2013 loss of £11.66 billion after writedowns,0,0
Italy's UniCredit posts record $19 billion loss after writedowns,0,0
UniCredit posts stunning Q4 loss of $21 billion,0,0
UniCredit posts record Q4 loss of $21 billion as it cleans up balance sheet,0,0
UPDATE 1-UniCredit Bank Austria in sale talks on Ukraine unit,0,0
"Italy's UniCredit in stunning $21B loss, plans turnaround",0,0
"UniCredit Posts Record Loss, Plans 8500 Job Cuts",0,0
UniCredit Plans Turnaround After Stunning $21 Billion Loss,0,0
UniCredit to 'focus on growth' after shock loss,0,0
"UniCredit Q4 Loss Widens On Goodwill Impairment, Loan Loss Provisions",0,0
"UniCredit in stunning $21B loss, plans turnaround - WBOC-TV 16, Delmarvas  ...",0,0
"UniCredit in stunning $21B loss, plans turnaround - WNCN: News, Weather for  ...",0,0
"UniCredit in stunning $21B loss, plans turnaround - KTVN Channel 2 - Reno  ...",0,0
Unicredit Posts 14 billion Euro Loss For 2013,0,0
"Italy's UniCredit posts record loss on bad loans, goodwill writedown",0,0
UniCredit loss swells to $21 billion,0,0
"UniCredit Posts Record Loss on Bad Loans, Goodwill Writedown",0,0
UniCredit posts record Q4 loss of $21 billion due to write-downs and loan loss  ...,0,0
"UniCredit posts record €15 billion loss on bad loans, goodwill writedown",0,0
Bank Austria may sell Ukraine unit within a year - CFO,0,0
"UniCredit serene about AQR, does not plan mergers with other banks",0,0
Colorado raises $2M in first month of marijuana taxes,0,0
Marijuana Business Validated- Colorado Pulls In Millions In Marijuana Taxes,0,0
Marijuana advocates press case for legalization at House committee hearing,0,0
What Colorado's Recreational Marijuana Tax Revenue Means for Massachusetts,0,0
CO Clears 3.5Mil. in Marijuana Sales in 1st Month,0,0
"Colorado revenue for marijuana sales reaches $3.5 million for January, 1st  ...",0,0
Colorado collects $2 million in January pot sales tax (Video),0,0
Colorado Pot Tax Nets $2 Million,0,0
Colorado marijuana tax: Weed tax is 'rolling' in a windfall of cash in Colorado,0,0
Pot pays: Colorado posts first official marijuana tax totals,0,0
Colorado Collected $2.1 Million In January Taxes On Recreational Pot,0,0
Marijuana sales spark warehouse boom in Colorado,0,0
Colorado Made $3.5 Million In Taxes And Fees In First Month Of Marijuana Sales,0,0
Colorado hauls in $2M in 1 month of pot taxes,0,0
Colorado's pot tax numbers are in. Here's how the state did.,0,0
January Tax Haul in Colorado Less Than Projected,0,0
Recreational Marijuana Sales Booming In Colorado,0,0
"Now, this is a real green goddess: Colorado rakes it in with marijuana tax money",0,0
Colorado Collects $2 Million In Recreational Marijuana Taxes In First Month,0,0
Colorado Recreational Weed Sales Top $14 Million In First Month,0,0
Colorado collects $2m in recreational marijuana taxes,0,0
Colorado reaps $2m in marijuana taxes,0,0
Colorado Collects $2M In Recreational Pot Taxes,0,0
Should We Legalize Pot and Tax It? [POLL],0,0
Colorado makes $3.5m in marijuana tax in first month,0,0
Colorado sees $2 million in recreational marijuana taxes in first month. Could  ...,0,0
Money to Burn,0,0
"Colorado collects $2 million in recreational pot taxes in January, the first month  ...",0,0
Colorado makes $2 million in tax in first month of cannabis sales,0,0
Recreational marijuana taxes,0,0
Colorado Harvests $2M in Marijuana Sales Taxes in One Month,0,0
Colorado collects $2 million in pot tax from January sales,0,0
Colorado collects US$2 million in recreational marijuana taxes,0,0
Colorado Makes $3.5-Million In January Pot Revenue,0,0
"Marijuana tax revenues hit $3.5 million in January, Denver takes in nearly $1  ...",0,0
Colorado gets $2 million from marijuana taxes,0,0
Colorado Raises $2.1 Million in Recreational Marijuana Taxes,0,0
Colorado saw $2 million in recreational marijuana taxes in January,0,0
Banks say no to cash from weed businesses,Banks,1
"Missouri House committee considers bill to legalize, regulate marijuana usage",Missouri House committee,1
Pot sales generate $2M in Colorado taxes,0,0
Colorado rakes in $2 million from January's marijuana sales,0,0
Colorado Rakes in $2 Million From Recreational Marijuana Taxes in January,0,0
Pot Taxes Enrich Colorado by $2.1M in One Month,0,0
One month = $2 million in Colorado's marijuana-tax coffers,0,0
Colorado collects $2M in recreational pot taxes in Jan.,0,0
Colorado Made $4M Off Marijuana in One Month. They're on Track for $134M by  ...,0,0
Colorado's Legal Marijuana Business is on Fire,0,0
Money Tree! Recreational Weed Sales In Colorado Hit $14 Million,0,0
Colorado makes $3.5M in pot revenue in January,0,0
Pot sales spark warehouse boom in Colorado,0,0
Colorado sees 'pot' of gold in marijuana sales,0,0
Colorado Collects $2m In Marijuana Taxes,0,0
Colorado collects £1.2m in taxes on cannabis,0,0
Behind The Mic With Joe Mathieu: Medical Marijuana Money Maker In Mass.?,0,0
Colorado made $3.5m 'pot' tax in January,0,0
Colorado Makes $2m in Marijuana Taxes Since Legalising Weed,0,0
It's No Toke: Colorado Pulls In Millions In Marijuana Tax Revenue,0,0
Follow Reason 24/7 on Twitter and via RSS,0,0
Federal Prosecutors Want Cash From Denver Pot Grow,0,0
Missouri lawmakers debate legalizing marijuana,0,0
Pot businesses have cash but no banks,0,0
Missouri House panel considers marijuana legalization,0,0
Bill to legalize marijuana in Missouri moves ahead in House,0,0
Colorado pot taxes rake in $2 million,0,0
Cannabis a multi-million-dollar tax windfall for Colorado,0,0
How much money is Colorado making on legal pot?,0,0
Groups Speak For and Against Legal Marijuana in Missouri,0,0
Pot profit: Colorado collects $3.5 million from first marijuana sales,0,0
Colorado marijuana sales more than $3.5M in January,0,0
Colorado takes in $2 million from January marijuana sales,0,0
Marijuana yields $2m in taxes for Colorado,0,0
"Colorado gets high on pot revenue, marijuana tourists",0,0
Marijuana taxes net Colorado $2 MILLION in just one month,0,0
Colorado gets $2 million from first month of marijuana taxes,0,0
Missouri House committee considers marijuana legalization,0,0
"In brief | Nation & World, March 11, 2014",0,0
Colorado harvests $2M in recreational pot taxes,0,0
Pot ads silenced,0,0
Colorado Has Made A LOT Of Money From Cannabis This Month,0,0
Colorado Gets $2 Million in First Month of New Pot Taxes,0,0
Colorado collects $2 million in pot taxes,0,0
Colorado collects $2 millio in recreational pot taxes,0,0
"Colorado officials report roughly $2M in recreational pot taxes in January, 1st  ...",Colorado officials,1
Colorado made $3.5 million in pot tax in first month,0,0
"Parents, officer organizations speak for and against marijuana legalization bill  ...",0,0
Colorado reaps $2.1 million from first month of recreational pot sales,0,0
Colorado marijuana taxes brought in $2 million in January,0,0
Colorado makes $2m in cannabis taxes (almost as much as booze dues) after  ...,0,0
Colorado releases first official pot sales figures,0,0
Colorado's pot of gold: $2 million,0,0
Colorado pot taxes generate millions,0,0
Colorado marijuana numbers breakdown,0,0
Colorado gets $2.1 million profit after first month of cannabis sales,0,0
Colorado makes £2m in pot tax in first month,0,0
Colorado Collects $2 Million in Taxes Off Recreational Marijuana in January,0,0
Colorado made $3.5 million in marijuana tax in first month,0,0
Colorado made $3.5mn in pot tax in first month,0,0
Colorado pot taxes total $2 million,0,0
Legal pot brings in $2m in taxes,0,0
State: Pot sales brought Colorado $3.5 million in revenue,0,0
"Chris Kelly's bill would legalize, regulate and tax marijuana in Missouri",0,0
Colorado collects $2 million in recreational marijuana taxes,0,0
​Colorado collected over $2 million in marijuana taxes in single month,0,0
Colorado reports $2 million in pot taxes,0,0
Colorado collects $US2m in marijuana taxes,0,0
Colorado: Pot sales brought state $3.5M in January,Colorado,1
Colorado raises $2.1M in recreational pot taxes,0,0
Colorado - World's First Fully Regulated Recreational Marijuana Market  ...,0,0
Colorado collected $3.5M in pot taxes and fees in January alone,0,0
UPDATE 1-Colorado reaps $2.1 mln from first month of recreational pot sales,0,0
Colorado makes millions in pot taxes,0,0
"First month of legal marijuana nets Colorado $2.1M in taxes, fees 0",0,0
Rolling up revenue: Colorado reports $2 million in taxes from legal weed,0,0
WINDFALL | Colorado made $3.5 million in pot tax in first month,0,0
Legal pot brings nets Colorado $2m in taxes,0,0
"First month of legal marijuana nets Colorado $2.1M in taxes, fees",0,0
First month Colorado marijuana sales blaze into the millions,0,0
Colorado marijuana sales rake in $2 million in taxes in January,0,0
Colorado collects $2M in recreational pot taxes in first month,0,0
Scratching heads over pot policies,0,0
Colorado Made $3.5M From Pot,0,0
Money to Burn: Colorado Hauls in $2M in One Month of Pot Taxes,0,0
Colorado reaps millions from pot sales,0,0
Pot taxes bring in $2 million to Colorado coffers,0,0
$3.5M tax revenue from Colorado pot sales in January,0,0
Colorado makes nearly $2 million in pot taxes,0,0
Colorado reports $2M in recreational pot taxes in 1st month of sales,0,0
Colorado made $4.1m in pot tax,0,0
Economic high: Colorado made $3.5 million in pot tax in first month since  ...,0,0
Colorado made $4.4 million in pot tax in first month,0,0
"'Drive High, Get a DUI': Colorado rolls out ads to combat stoned driving",0,0
Marijuana Sales Bring in $3.5 Million for State in Taxes and Fees,0,0
High and mighty: Colorado officials report roughly $2M in recreational pot taxes  ...,0,0
Colorado's first statewide recreational marijuana sales tax results expected this  ...,0,0
"Colorado collects $2M in recreational pot taxes - WBOC-TV 16, Delmarvas News  ...",0,0
American Eagle offers few details into CEO search,American Eagle,1
"Option Clips: Citigroup Inc, McDonald's, and American Eagle Outfitters",0,0
Retailers Warn On Q1,0,0
Bears take aim at American Eagle,0,0
"American Eagle Outfitters Upgraded to ""Underweight"" at EVA Dimensions (AEO)",0,0
"UPDATE 2-American Eagle's forecast disappoints, shares slip",0,0
"American Eagle Q4 falls 89% on lower sales, charges",0,0
American Eagle Outfitters Shares Lower on Forecast,0,0
"News Buzz - American Eagle Outfitters(NYSE:AEO), Barclays PLC (ADR)(NYSE  ...",0,0
"American Eagle's forecast disappoints, shares slip",0,0
"American Eagle Q4 Profit Plunges, Adj. Earnings Top View; Issues Weak Outlook",0,0
American Eagle Outfitters Results Down After Disappointing Holiday Season,0,0
American Eagle warns on profit as cold weather hits demand,0,0
American Eagle 4Q plunges; stock falls on outlook,0,0
American Eagle Forecasts Profit Below Estimates,0,0
American Eagle Falls as First-Quarter Forecast Trails Estimates,0,0
American Eagle Falls on First-Quarter Forecast,0,0
AEO: American Eagle Outfitters Sinks on Disappointing Sales,0,0
Polar Vortex Chills American Eagle Profit Forecast,0,0
Struggling American Eagle Outfitters Lowers Outlook On Winter Weather,0,0
"Profit falls at American Eagle Outfitters on sales decline, charges",0,0
"American Eagle reports ""highly disappointing"" Q4",American Eagle,1
"American Eagle Swoops Lower on Tepid 1Q Outlook, Tumbling 4Q Profits",0,0
"American Eagle Outfitters profits, revenue down",0,0
American Eagle Outfitters Inc. (AEO) Issues Q1 Earnings Guidance,0,0
"American Eagle sees fall in revenue, profit",0,0
"American Eagle Outfitters Beats on Earnings, Misses Revenues; Gives Q1  ...",0,0
American Eagle Outfitters revenues decline 5 percent in 2013,0,0
American Eagle's Forecast Inspires More Gloom,0,0
American Eagle Outfitters Reports Fourth Quarter and Fiscal 2013 Results,0,0
American Eagle Outfitters Sees Unusually Large Options Volume (AEO),0,0
American Eagle (AEO) Down Ahead Of Tomorrow's Earnings Report,0,0
American Eagle Outfitters (AEO) to Release Quarterly Earnings on Tuesday,0,0
Urban Outfitters PT Lowered to $40.00 (URBN),0,0
US stocks edge lower in choppy trading,0,0
"Wall Street falls in choppy trading, catalysts scarce",0,0
Urban Outfitters Sees Large Volume Increase Following Earnings Beat (URBN),0,0
Even Urban Outfitters admits that its clothes fell out of fashion,0,0
S&P 500 Retreats From Record Levels as Commodity Shares Slump,0,0
Urban Outfitters continues to struggle with fashion sales,0,0
Urban Outfitters Inc. posts $88.7M profit in Q4,0,0
Urban Outfitters Price Target Cut to $38.00 by Analysts at UBS AG (URBN),0,0
"US STOCKS-Wall Street falls in choppy trading, catalysts scarce",0,0
"U.S. Stocks Decline as Investors Weigh Economy, Ukraine Crisis",0,0
"S&P 500 Movers: URBN, DGX",0,0
US Markets Taking Investors for a Ride Today,0,0
Anthropologie & Free People Propel Urban Outfitters Despite A Slump In  ...,0,0
"S&P 500 Fluctuates Near High as Investors Weigh Economy, Ukraine",0,0
MARKET SNAPSHOT: U.S. Stocks Edge Lower In Choppy Trading,0,0
Analysts Look For Turnaround at Urban Outfitters,0,0
"Wall Street wavers on mixed data; Urban Outfitters falls, JC Penney rises",0,0
S&P 500 Falls From Record Levels as Commodity Shares Drop,0,0
"Urban Outfitters (URBN) Requires Patience, Says Goldman Sachs",Goldman Sachs,1
"Urban Outfitters' Earnings Beat, Sales Miss - Analyst Blog",Analyst Blog,1
"U.S. Stocks Fluctuate as Investors Weigh Economy, Ukraine Crisis",0,0
U.S. Stocks Advance on Economic Confidence Amid Ukraine Crisis,0,0
"Tuesday's most followed in US including Urban Outfitters, JC Penney, Dick's  ...",0,0
"Urban Outfitters (URBN) Target Up, Estimates Trimmed at Canaccord Genuity",0,0
MARKET SNAPSHOT: US Stocks Edge Up; S&P 500 Tops Closing High,0,0
MARKET SNAPSHOT: US Stocks Wobble; S&P 500 Tops Closing High,0,0
Urban Outfitters Rises Slightly After Record Q4 Results,0,0
Urban Outfitters Rating Reiterated by Morgan Stanley (URBN),0,0
Urban Outfitters CEO Says Brand Has Been Full of Misses,Urban Outfitters CEO,1
U.S. Stocks Rise as Economic Confidence Offsets Ukraine Crisis,0,0
MARKET SNAPSHOT: US Stocks Wobble; Urban Outfitters Slumps On Results,0,0
Urban Outfitters' Net Sales Flounder in the First Quarter,0,0
Wall Street starts the day mixed as concern over Ukraine continues,0,0
Urban Outfitters Posts Lower-Than-Expected Quarterly Sales,0,0
"Urban Outfitters (URBN) Posts Quarterly Earnings, Beats Expectations By $0.05  ...",Urban Outfitters (URBN),1
"Urban Outfitters Earnings Beat, Sales Miss",0,0
US Stock-Index Futures Are Little Changed as JC Penney Jumps,0,0
Urban Outfitters Given New $45.00 Price Target at Oppenheimer (URBN),0,0
Urban Outfitters (URBN) Numbers Trimmed at Nomura Post Q4,0,0
UPDATE: Morgan Stanley Reiterates on Urban Outfitters on Position for 2H Upside,0,0
"Notable Runners - Urban Outfitters, (NASDAQ:URBN), Gladstone Capital  ...",0,0
Urban Outfitters (URBN) Caution into Q1 is Industry-Wide Issue; Stifel Keeps at  ...,0,0
Why These 4 Stocks Declined: Microsoft Corporation (NASDAQ:MSFT  ...,0,0
4 Important Takeaways from Urban Outfitters Earnings Release,0,0
"2nd-Half Turnaround Seen for Urban Outfitters (URBN), Jefferies Says",Jefferies,1
Urban Outfitters cautions on Q1,0,0
Urban Outfitters PT Raised to $49.00 at Canaccord Genuity (URBN),0,0
Urban Outfitters Q4'FY14 net sales climbs 6%,0,0
Urban Outfitters 2013 net sale increase 10 percent,0,0
"Urban Outfitters Q4 Profit Tops View, But Sales Miss Estimates - Quick Facts",0,0
"Urban Outfitters Q4 Profit Rises, Tops Street; But Warns On Q1",0,0
"Urban Outfitters, Inc. (URBN) news: Urban Outfitters' CEO Discusses F4Q 2014  ...",0,0
Why Boeing and Urban Outfitters Fell Today,0,0
Urban Outfitters Target of Unusually High Options Trading (URBN),0,0
Urban Outfitters warns on current-quarter results after sales miss,0,0
Urban Outfitters Sees Unusually High Options Volume (URBN),0,0
"Urban Outfitters (URBN) Releases Quarterly Earnings Results,",0,0
Anthropologie And Free People Brands Lift Urban Outfitters Profit And Revenue,0,0
Urban Outfitters (URBN) - Daily Trading Review,0,0
Urban Outfitters Reports Record Q4 Net Income,0,0
Wall Street closes lower,0,0
US stocks extend losses on Chinese trade figures; Dow slides 0.41%,0,0
"Stock market live blog: Stocks slip, with Nasdaq on pace for 4th down day in row",Stock market live blog,1
Stocks end slightly lower on China worries,0,0
Stocks end slightly lower on China growth worries,0,0
"World equities flat, gold edges up on Ukraine, China",0,0
"GLOBAL MARKETS-World stock markets mostly flat, gold edges up on Ukraine  ...",0,0
World stock markets mostly flat,0,0
U.S. stocks open mixed in cautious trade; Dow Jones down 0.07%,0,0
"World stock markets mostly flat, gold edges up on Ukraine, China",0,0
US Stock Market Busts All-time Record,0,0
"World stocks flat, oil and gold edge up",0,0
U.S. futures hold steady in cautious trade; Dow Jones down 0.05%,0,0
US stocks inch down amid worry over China's sluggish growth,0,0
"DJIA Returns, Let's Get Real [SPDR S&P 500 ETF Trust, PowerShares QQQ  ...",0,0
"World stocks flat, oil and gold up",0,0
"GLOBAL MARKETS-World stocks flat, oil and gold edge up on Ukraine, China",0,0
Stocks end lower on China growth worries,0,0
Asia stocks rise,0,0
S&P 500 Slips on Chinese Export Decline Despite Chiquita Banana M&A News,M&A News,1
"GLOBAL MARKETS-World stocks, oil steady but eyes still on Ukraine, China",0,0
"World stocks, oil steady but investors still wary about Ukraine, China",0,0
Another view: China's disturbing defence budget,0,0
"Premarket: World stocks steady but eyes still on Ukraine, China",0,0
"Premarket: World stocks, oil steady but eyes still on Ukraine, China",0,0
Asian Stocks Broadly Higher After Selloff,0,0
Asia currencies firmer as yuan steadies; rupee shines,0,0
"Concern About Russia's Antics, China's Exports Send Stocks Lower",0,0
Asia Markets recap: Japan leading gains,0,0
EM ASIA FX-Asia currencies firmer as yuan steadies; rupee shines,0,0
Asia shares find steadier footing,0,0
Asian stock market steady after sell-off,0,0
US stocks dip on weak China data,0,0
Asian shares rise; Nikkei gives up gains on BOJ,0,0
EM ASIA FX-Asian currencies rise as yuan steadies; rupee shines,0,0
Asian currencies rise as yuan steadies; rupee shines,0,0
US Stocks Slip On Signs Of Weakness In China,0,0
Asian shares find support amid Chinese uncertainty,0,0
"GLOBAL MARKETS-Asia shares find steadier footing, China worries remain",0,0
Markets shaken by weak Chinese exports,0,0
"Asia shares find steadier footing, China worries",0,0
China Disappointment Unable To Derail S&P 500 Bull Train,0,0
Asian Shares Find Support amid China Uncertainty,0,0
Asia growth worries cause stocks to decline,0,0
Most Asian stock markets flat,0,0
New York Stock Exchange,0,0
Stocks drift lower on disappointing data from China,0,0
"US stocks dip on weak data from China, Japan",0,0
Stocks dip on gloomy data from Asia,0,0
S&P 500 - China Disappointment Unable To Derail Bull Train,0,0
US stocks inch down on China growth worries,0,0
GLOBAL MARKETS-Asian shares find support amid China uncertainty,0,0
US stocks dip on Chinese trade figures; Dow slides 0.21%,0,0
Asian Shares Gain Ahead of Bank of Japan Meeting,0,0
US markets ease slightly on China jitters,0,0
"Gold gains on Ukraine standoff, soft Chinese data weigh",0,0
Monday Evening Business Brief,0,0
Other Views: China's bigger defense budget,0,0
Lamphier: Bull market still has legs after five years,Lamphier,1
Wall St closes lower on Asian data,0,0
Stocks Start the Week with Caution,0,0
"Asian shares slip after weak China, Japan data",0,0
Wall Street Slips Amid Asia Worries,0,0
Business in Brief,0,0
Wall Street dips on poor Chinese data and tepid growth in Japan,0,0
How the Dow Jones industrial average did Monday,0,0
US stocks slip on discouraging news from Asia,0,0
"US stocks dip on weak China, Japan data",0,0
China growth worries send stocks lower,0,0
"Morning MoneyBeat Asia: Debating the Data, the Weather, the Calendar",MoneyBeat,1
Stocks Slip,0,0
Stocks end slightly lower on China growth worries - Live5News.com | Charleston  ...,0,0
"Stocks end slightly lower on China growth worries - WBOC-TV 16, Delmarvas  ...",0,0
International markets roundup,0,0
US stocks slip after discouraging figures on Chinese exports; Chiquita jumps on  ...,0,0
US stocks dip on weak data from China,0,0
"Stocks Trim Asia-Fueled Losses, Still End Lower",0,0
